Afghanistan,1979,16,18,11.14279802,45.79601619,1.984615385,2.234615385,53.7,9.2,15.4,25.3,27.98571429,92.58,55097,6521000,0.008449143
Algeria,1985,18,21,72.49017493,85.37204888,29.12105263,33.10526316,12.4,1.14,23.16,27.22,20.5,98.9,51476,11327000,0.00454454
Algeria,1986,18,21,73.40872091,85.8010694,30.21052632,34.45263158,11,0.97,23.43,27.46,20.9,98.82,41659,11665000,0.003571282
Antigua and Barbuda,1981,18,18,99.4,98.4,44.6,48.2,0.519354839,0.132258065,31.29677419,32.90967742,37.42857143,104.04,319,36000,0.008861111
Antigua and Barbuda,1985,18,18,99.4,98.4,48.02857143,50.71428571,0.351612903,0.119354839,32.05806452,33.02580645,37.42857143,99,289,34000,0.0085
Antigua and Barbuda,1986,18,18,99.4,98.4,48.88571429,51.34285714,0.309677419,0.116129032,32.2483871,33.05483871,37.42857143,99,245,33000,0.007424242
Antigua and Barbuda,1991,18,18,99.4,98.4,53.17142857,54.48571429,0.1,0.1,33.2,33.2,37.42857143,107.4,196,32000,0.006125
Antigua and Barbuda,1992,18,18,99.4,98.4,54.02857143,55.11428571,0.48,0.19,32.45,32.81,37.42857143,107.4,194,33000,0.005878788
Antigua and Barbuda,1993,18,18,99.4,98.4,54.88571429,55.74285714,0.86,0.28,31.7,32.42,37.42857143,107.4,178,33000,0.005393939
Antigua and Barbuda,1994,18,18,99.4,98.4,55.74285714,56.37142857,1.24,0.37,30.95,32.03,37.42857143,107.4,184,34000,0.005411765
Antigua and Barbuda,1995,18,18,99.4,98.4,56.6,57,1.62,0.46,30.2,31.64,37.42857143,107.4,213,35000,0.006085714
Argentina,1980,16,18,97.30247985,96.45921911,58.8212987,65.56311688,11.56190476,2.280952381,17.9,19.8,27.82380952,99,92800,14252000,0.006511367
Argentina,1985,16,18,97.75800751,97.1893424,69.53666667,74.26333333,11.94285714,2.471428571,20.35454545,22.52727273,30.8,103.2,87332,15417000,0.005664656
Argentina,1986,16,18,97.84911304,97.33536706,73.22555556,75.81,12.01904762,2.50952381,20.84545455,23.07272727,31.6,103.3,91501,15656000,0.005844469
Argentina,1987,16,18,97.94021857,97.48139172,72.35333333,74.36,12.0952381,2.547619048,21.33636364,23.61818182,32.3,103.4,90605,15897000,0.005699503
Argentina,1988,16,18,98.0313241,97.62741638,72.25555556,74.1,12.17142857,2.585714286,21.82727273,24.16363636,33,103.5,93788,16139000,0.005811265
Argentina,1989,16,18,98.12242964,97.77344103,72.25555556,74.1,12.24761905,2.623809524,22.31818182,24.70909091,33.7,103.6,92499,16380000,0.00564707
Argentina,1990,16,18,98.21353517,97.91946569,60.49555556,71.3,12.32380952,2.661904762,22.80909091,25.25454545,34.4,103.7,96404,16617000,0.005801529
Argentina,1991,16,18,98.3046407,98.06549035,45.93188889,63.17,12.4,2.7,23.3,25.8,35.2,103.7,101772,16851000,0.006039523
Argentina,1992,16,18,98.38694388,98.1297311,42.38522222,59.012,12.22,2.82,23.43,25.91,35.5,103.7,100278,17081000,0.005870734
Argentina,1993,16,18,98.46924707,98.19397185,33.143,59.172,12.04,2.94,23.56,26.02,36.1,103.8,100162,17308000,0.005787035
Argentina,1994,16,18,98.55155025,98.25821259,53.125,41.5,11.86,3.06,23.69,26.13,36.6,103.8,103137,17533000,0.00588245
Argentina,1995,16,18,98.63385343,98.32245334,54.65,53.36,11.68,3.18,23.82,26.24,37.5,103.9,103688,17756000,0.005839604
Argentina,1996,16,18,98.71615661,98.38669409,56.175,55.35,11.5,3.3,23.95,26.35,37.9,103.9,105709,17979000,0.005879582
Argentina,1997,16,18,98.7984598,98.45093484,57.7,57.34,11.32,3.42,24.08,26.46,38.2,103.9,111898,18200000,0.006148242
Argentina,1998,16,18,98.88076298,98.51517559,59.225,59.33,11.14,3.54,24.21,26.57,38.7,104,107857,18418000,0.005856065
Argentina,1999,16,18,98.96306616,98.57941633,60.75,61.32,10.96,3.66,24.34,26.68,39.4,104.1,105546,18628000,0.005665987
Argentina,2000,16,18,99.04536935,98.64365708,62.275,63.31,10.78,3.78,24.47,26.79,40,104.3,106337,18831000,0.005646912
Argentina,2001,16,18,99.12767253,98.70789783,63.8,65.3,10.6,3.9,24.6,26.9,40.8,104.1,100082,19024000,0.005260828
Argentina,2002,16,18,99.13641328,98.74032305,65.325,68.7,10.85555556,4.133333333,24.6,26.86666667,41.7,104.2,101753,19209000,0.005297152
Argentina,2003,16,18,99.14515402,98.77274826,66.85,72.1,11.11111111,4.366666667,24.6,26.83333333,42.1,104.2,95224,19388000,0.004911492
Argentina,2004,16,18,99.15389477,98.80517348,68.375,75.5,11.36666667,4.6,24.6,26.8,42.4,104.2,106438,19564000,0.005440503
Argentina,2005,16,18,99.16263552,98.8375987,69.9,78.9,11.62222222,4.833333333,24.6,26.76666667,42.9,104.5,107109,19739000,0.005426263
Argentina,2006,16,18,99.17137626,98.87002391,71.425,80.89,11.87777778,5.066666667,24.6,26.73333333,43.3,100,106651,19915000,0.00535531
Argentina,2010,16,18,99.20633925,98.99972478,77.525,88.85,12.9,6,24.6,26.6,45.68095238,100,115476,20621000,0.005599911
Armenia,1985,17,17,98.9697296,98.972424,24.78947368,56.34736842,15.52,2.2,21.32,24.12,47.1,104.5,7984,1706000,0.004679953
Armenia,1986,17,17,99,99,24.85789474,56.28947368,15.84,2.25,21.29,24.14,47.1,104.2666667,7786,1737000,0.004482441
Armenia,1987,17,17,99,99,24.92631579,56.23157895,16.16,2.3,21.26,24.16,47.2,104.0333333,7560,1769000,0.004273601
Armenia,1988,17,17,99,99,24.99473684,56.17368421,16.48,2.35,21.23,24.18,47.3,103.8,8159,1799000,0.004535297
Armenia,1989,17,17,99.90996264,99.90936706,25.06315789,56.11578947,16.8,2.4,21.2,24.2,47.5,104.9,8530,1819000,0.00468939
Armenia,1990,17,17,99.90593821,99.8962819,25.13157895,56.05789474,16.05833333,2.266666667,21.38333333,24.46666667,47.7,106.2,10018,1825000,0.005489315
Armenia,1991,17,17,99.90191377,99.88319674,25.2,56,15.31666667,2.133333333,21.56666667,24.73333333,47.5,107.1,11283,1815000,0.006216529
Armenia,1992,17,17,99.89788934,99.87011157,24.66666667,56.5,14.575,2,21.75,25,47.3,108,12447,1790000,0.006953631
