Afghanistan,1979,All genders,30.0663526
Afghanistan,1979,Male,45.79601619
Afghanistan,1979,Female,11.14279802
Albania,2011,Female,98.85624013
Albania,2011,All genders,98.79119016
Albania,2011,Male,98.73135687
Albania,2008,Male,98.53712498
Albania,2008,All genders,98.83120696
Albania,2008,Female,99.12132159
Albania,2001,Female,99.49808188
Albania,2001,All genders,99.43515144
Albania,2001,Male,99.36845559
Algeria,2006,Male,94.38147977
Algeria,2006,Female,89.13823946
Algeria,2006,All genders,91.77964052
Algeria,2002,All genders,90.13720962
Algeria,2002,Female,86.13399231
Algeria,2002,Male,94.05754235
Algeria,1987,Male,86.23008992
Algeria,1987,Female,62.21148161
Algeria,1987,All genders,74.32726689
American Samoa,1980,Female,97.44365036
American Samoa,1980,Male,97.88861689
American Samoa,1980,All genders,97.65421373
Angola,2011,All genders,73.03646
Angola,2011,Female,66.05586
Angola,2011,Male,80.12215
Angola,2001,Male,83.77693283
Angola,2001,Female,63.18211703
Angola,2001,All genders,72.19449066
Anguilla,1984,All genders,99.11373708
Anguilla,1984,Female,99.10313901
Anguilla,1984,Male,99.12408759
Argentina,2011,Female,99.40338
Argentina,2011,All genders,99.21508
Argentina,2011,Male,99.03215
Argentina,2001,Male,98.70789783
Argentina,2001,All genders,98.9166583
Argentina,2001,Female,99.12767253
Argentina,1991,Female,98.54020866
Argentina,1991,All genders,98.3046407
Argentina,1991,Male,98.06549035
Argentina,1980,Male,96.45921911
Argentina,1980,All genders,96.88254343
Argentina,1980,Female,97.30247985
Armenia,2011,Female,99.82573
Armenia,2011,All genders,99.75676
Armenia,2011,Male,99.6894
Armenia,2001,Male,99.75234511
Armenia,2001,All genders,99.80728398
Armenia,2001,Female,99.86166942
Armenia,1989,Female,99.91057173
Armenia,1989,All genders,99.90996264
Armenia,1989,Male,99.90936706
Aruba,2010,All genders,99.13841245
Aruba,2010,Female,99.32309724
Aruba,2010,Male,98.96573016
Aruba,2000,Male,98.88175985
Aruba,2000,Female,99.16637105
Aruba,2000,All genders,99.02641305
Azerbaijan,2009,All genders,99.95129607
Azerbaijan,2009,Male,99.95678479
Azerbaijan,2009,Female,99.9457877
Azerbaijan,2007,Female,100
Azerbaijan,2007,Male,100
Azerbaijan,2007,All genders,100
Azerbaijan,1999,All genders,99.88609668
Azerbaijan,1999,Male,99.87033569
Azerbaijan,1999,Female,99.9014917
Bahrain,2010,Female,97.58233928
Bahrain,2010,Male,98.61991147
Bahrain,2010,All genders,98.16359609
Bahrain,2001,All genders,97.0247105
Bahrain,2001,Male,96.82707924
Bahrain,2001,Female,97.25061065
Bahrain,1991,Female,96.57877083
Bahrain,1991,Male,97.25866593
Bahrain,1991,All genders,96.9381052
Bahrain,1981,All genders,86.29309
Bahrain,1981,Male,89.69038285
Bahrain,1981,Female,82.07742274
Bangladesh,2011,Female,80.41
Bangladesh,2011,Male,77.0668
Bangladesh,2011,All genders,78.70577
Bangladesh,2001,All genders,63.6227346
Bangladesh,2001,Male,67.16380966
Bangladesh,2001,Female,60.2562288
Bangladesh,1991,Female,37.98974561
Bangladesh,1991,Male,51.73673488
Bangladesh,1991,All genders,44.68082553
Bangladesh,1981,All genders,35.65324724
Bangladesh,1981,Male,44.36215914
Bangladesh,1981,Female,27.15100912
Belarus,2009,Female,99.84739484
Belarus,2009,Male,99.80032664
Belarus,2009,All genders,99.82321348
Belarus,1999,All genders,99.7918421
Belarus,1999,Male,99.75687428
Belarus,1999,Female,99.82820954
Belarus,1989,Female,99.80054236
Belarus,1989,Male,99.73197565
Belarus,1989,All genders,99.76628353
Belize,1991,All genders,76.42047559
Belize,1991,Male,76.13616058
Belize,1991,Female,76.70194888
Benin,2006,Female,30.78655235
Benin,2006,Male,54.86693864
Benin,2006,All genders,42.36270388
Benin,2002,All genders,45.3096249
Benin,2002,Male,59.20507988
Benin,2002,Female,33.23800182
Benin,1992,Female,26.69029136
Benin,1992,Male,55.1302191
Benin,1992,All genders,39.87661252
Benin,1979,All genders,29.78674335
Benin,1979,Male,45.7106433
Benin,1979,Female,18.25518393
Bhutan,2005,Female,67.96426105
Bhutan,2005,Male,80.04192495
Bhutan,2005,All genders,74.40520688
Bolivia,2009,All genders,99.38397402
Bolivia,2009,Male,99.69364094
Bolivia,2009,Female,99.0843005
Bolivia,2008,Female,98.87941258
Bolivia,2008,Male,99.3902301
Bolivia,2008,All genders,99.12249885
Bolivia,2007,All genders,99.44135796
Bolivia,2007,Male,99.75360949
Bolivia,2007,Female,99.14457902
Bolivia,2001,Female,96.11461933
Bolivia,2001,Male,98.54929121
Bolivia,2001,All genders,97.32378032
Bolivia,1992,All genders,93.89611262
Bolivia,1992,Male,96.31840594
Bolivia,1992,Female,91.56598071
Bolivia,1976,Female,75.84014493
Bolivia,1976,Male,91.46814417
Bolivia,1976,All genders,83.55197987
Bosnia and Herzegovina,2011,All genders,99.6976
Bosnia and Herzegovina,2011,Male,99.68876
Bosnia and Herzegovina,2011,Female,99.70686
Bosnia and Herzegovina,2000,Female,99.84362783
Bosnia and Herzegovina,2000,Male,99.74820144
Bosnia and Herzegovina,2000,All genders,99.79393031
Botswana,2011,All genders,95.21442
Botswana,2011,Male,93.47993
Botswana,2011,Female,96.9742
Botswana,2003,Female,95.59601938
Botswana,2003,Male,92.08330541
Botswana,2003,All genders,93.95744104
Botswana,1991,All genders,89.25829854
Botswana,1991,Male,85.9000679
Botswana,1991,Female,92.25187633
Brazil,2010,Female,98.31873712
Brazil,2010,Male,96.71616589
Brazil,2010,All genders,97.51412486
Brazil,2009,All genders,98.06553602
Brazil,2009,Male,97.44571975
Brazil,2009,Female,98.69204142
Brazil,2008,Female,98.53110913
Brazil,2008,Male,97.18046359
Brazil,2008,All genders,97.84362979
Brazil,2007,All genders,97.80063012
Brazil,2007,Male,97.05687541
Brazil,2007,Female,98.5594285
Brazil,2006,Female,98.3616589
Brazil,2006,Male,96.79700476
Brazil,2006,All genders,97.58229825
Brazil,2004,All genders,96.84385989
Brazil,2004,Male,95.78389406
Brazil,2004,Female,97.90385807
Brazil,2000,Female,95.7190151
Brazil,2000,Male,92.65401397
Brazil,2000,All genders,94.18411488
Brazil,1980,All genders,83.91426755
Brazil,1980,Male,82.55676427
Brazil,1980,Female,85.23654976
Brunei Darussalam,2011,Female,99.7102
Brunei Darussalam,2011,Male,99.77855
Brunei Darussalam,2011,All genders,99.74533
Brunei Darussalam,2001,All genders,98.89378705
Brunei Darussalam,2001,Male,98.87430282
Brunei Darussalam,2001,Female,98.91217149
Brunei Darussalam,1991,Female,98.08379207
Brunei Darussalam,1991,Male,98.10690423
Brunei Darussalam,1991,All genders,98.09566621
Brunei Darussalam,1981,All genders,93.68100583
Brunei Darussalam,1981,Male,94.06430338
Brunei Darussalam,1981,Female,93.23891502
Bulgaria,2011,Female,97.65106177
Bulgaria,2011,Male,98.06692851
Bulgaria,2011,All genders,97.86505416
Bulgaria,2001,All genders,98.21247652
Bulgaria,2001,Male,98.30966988
Bulgaria,2001,Female,98.1097691
Burkina Faso,2007,Female,33.12532489
Burkina Faso,2007,Male,46.73374183
Burkina Faso,2007,All genders,39.25778015
Burkina Faso,2005,All genders,32.96661842
Burkina Faso,2005,Male,40.37980516
Burkina Faso,2005,Female,26.48289765
Burkina Faso,2003,Female,24.81137103
Burkina Faso,2003,Male,38.3810866
Burkina Faso,2003,All genders,31.22926016
Burkina Faso,1996,All genders,19.41415165
Burkina Faso,1996,Male,25.47826207
Burkina Faso,1996,Female,13.98534264
Burkina Faso,1991,Female,14.17374551
Burkina Faso,1991,Male,26.788801
Burkina Faso,1991,All genders,20.18028878
Burkina Faso,1975,All genders,14.37751762
Burkina Faso,1975,Male,22.37712625
Burkina Faso,1975,Female,6.664056705
Burundi,2008,Female,88.11345376
Burundi,2008,Male,89.59275432
Burundi,2008,All genders,88.88636685
Burundi,2000,All genders,73.33005894
Burundi,2000,Male,76.78002125
Burundi,2000,Female,70.3652968
Burundi,1990,Female,48.01126172
Burundi,1990,Male,59.49784114
Burundi,1990,All genders,53.55520606
Burundi,1979,All genders,30.97658554
Burundi,1979,Male,40.93199227
Burundi,1979,Female,21.48686047
Cambodia,2009,Female,85.86867572
Cambodia,2009,Male,88.35612053
Cambodia,2009,All genders,87.13245796
Cambodia,2008,All genders,87.47137741
Cambodia,2008,Male,89.38368417
Cambodia,2008,Female,85.53456917
Cambodia,2004,Female,78.89599846
Cambodia,2004,Male,87.92010601
Cambodia,2004,All genders,83.38286475
Cambodia,1998,All genders,76.31820677
Cambodia,1998,Male,81.84628583
Cambodia,1998,Female,71.07159336
Cameroon,2010,Female,76.42093338
Cameroon,2010,Male,85.39747653
Cameroon,2010,All genders,80.57444119
Cameroon,2007,All genders,83.13557329
Cameroon,2007,Male,89.41732097
Cameroon,2007,Female,77.48205411
Cameroon,2000,Female,77.96248934
Cameroon,2000,Male,88.42244808
Cameroon,2000,All genders,83.09828596
Cameroon,1976,All genders,68.81703268
Cameroon,1976,Male,79.59164882
Cameroon,1976,Female,59.06318016
Cape Verde,2011,Female,99.25232
Cape Verde,2011,Male,97.64615
Cape Verde,2011,All genders,98.43517
Cape Verde,2004,All genders,97.11791
Cape Verde,2004,Male,96.2286
