Country or Area,Year,Value
France,1995,105.7
France,1994,105.6
France,1993,105.6
France,1992,105.5
France,1991,105.4
France,1990,105.5
France,1990,105.4
France,1990,105.4
France,1989,105.4
France,1988,105.4
France,1987,105.3
France,1986,105.2
France,1985,105.2
France,1985,105.1
French Guiana,2005,96.9
French Guiana,2004,101.5
French Guiana,2002,100.7
French Guiana,2001,100.1
French Guiana,2000,99.5
French Guiana,2000,93.8
French Guiana,1999,98.6
French Guiana,1999,98.9
French Guiana,1998,98.2
French Guiana,1997,97.6
French Guiana,1995,93
French Guiana,1990,92
French Guiana,1990,92
French Guiana,1985,90.8
French Polynesia,2005,95.1
French Polynesia,2000,93.8
French Polynesia,1999,93.2
French Polynesia,1996,92.8
French Polynesia,1995,92.5
French Polynesia,1990,92.1
French Polynesia,1988,92
French Polynesia,1985,91.9
Gabon,2005,100.3
Gabon,2000,101.3
Gabon,1995,101.6
Gabon,1993,102.3
Gabon,1990,102
Gabon,1985,102.6
Gambia The,2005,99.8
Gambia The,2003,101.6
Gambia The,2000,99.8
Gambia The,1995,99.9
Gambia The,1993,99.7
Gambia The,1990,99.9
Gambia The,1985,100
Georgia,2005,111.6
Georgia,2003,111.6
Georgia,2002,112
Georgia,2001,90.7
Georgia,2000,110.9
Georgia,1995,110.5
Georgia,1990,110.4
Georgia,1989,110.8
Georgia,1985,111.8
German Democratic Republic (former),1990,108.9
German Democratic Republic (former),1989,108.9
German Democratic Republic (former),1988,109.6
German Democratic Republic (former),1986,110.9
German Democratic Republic (former),1985,111.5
Germany,2005,104.6
Germany,2004,104.5
Germany,2003,104.5
Germany,2002,104.6
Germany,2001,104.8
Germany,2000,105
Germany,1999,105.1
Germany,1998,105.1
Germany,1997,105.2
Germany,1996,105.3
Germany,1995,105.5
Germany,1995,105.5
Germany,1994,105.7
Germany,1993,105.8
Germany,1992,106.3
Germany,1991,106.9
Germany,1990,107.3
Germany,1985,109.6
"Germany, Federal Republic of",1989,107.6
"Germany, Federal Republic of",1987,108.3
Ghana,2005,97.4
Ghana,2000,102.1
Ghana,2000,97.8
Ghana,1995,98.1
Ghana,1990,98.3
Ghana,1987,102.8
Ghana,1986,102.8
Ghana,1985,102.8
Ghana,1985,98.4
Gibraltar,2004,99.4
Gibraltar,2003,98.9
Gibraltar,2002,99.4
Gibraltar,2001,101.5
Gibraltar,2000,101.6
Gibraltar,1999,101.5
Gibraltar,1998,101.4
Gibraltar,1997,101.3
Gibraltar,1996,99.2
Gibraltar,1995,99.2
Gibraltar,1994,99.3
Gibraltar,1993,94.4
Gibraltar,1992,94.2
Gibraltar,1991,95.9
Gibraltar,1990,92.9
Gibraltar,1989,93.2
Gibraltar,1988,92.5
Gibraltar,1987,93.7
Gibraltar,1986,93.9
Gibraltar,1985,96
Greece,2005,102
Greece,2004,102
Greece,2003,102
Greece,2002,102
Greece,2001,101.8
Greece,2001,102
Greece,2000,101.9
Greece,2000,102.4
Greece,1999,101.9
Greece,1998,101.9
Greece,1997,101.9
Greece,1996,101.9
Greece,1995,102
Greece,1995,102.5
Greece,1994,102.2
Greece,1993,102.4
Greece,1992,102.6
Greece,1991,102.9
Greece,1991,103
Greece,1990,102.9
Greece,1985,103.3
Greece,1985,103.3
Greenland,2003,87.4
Greenland,2002,87.4
Greenland,2001,87.3
Greenland,2000,87.1
Greenland,1999,87.3
Greenland,1998,87.5
Greenland,1997,87.5
Greenland,1996,87.5
Greenland,1995,87.5
Greenland,1994,87.3
Grenada,2005,103.9
Grenada,2001,103.3
Grenada,2000,102.4
Grenada,2000,102.5
Grenada,1999,102.2
Grenada,1998,101.8
Grenada,1997,101.8
Grenada,1996,102.2
Grenada,1995,102.7
Grenada,1995,102.4
Grenada,1994,102.9
Grenada,1993,102.9
Grenada,1992,103.2
Grenada,1991,103.2
Grenada,1991,103.4
Grenada,1990,103.2
Grenada,1990,102.7
Grenada,1985,105.1
Guadeloupe,2005,108.3
Guadeloupe,2003,108.8
Guadeloupe,2001,108.5
Guadeloupe,2000,108.3
Guadeloupe,2000,107.8
Guadeloupe,1999,107.8
Guadeloupe,1999,108
Guadeloupe,1998,107.7
Guadeloupe,1997,107.3
Guadeloupe,1995,106.2
Guadeloupe,1990,104.6
Guadeloupe,1990,104.6
Guadeloupe,1985,104.5
Guam,2005,96.2
Guam,2000,95.5
Guam,2000,95.7
Guam,1995,91.9
Guam,1992,87.7
Guam,1991,87.7
Guam,1990,87.7
Guam,1990,87.7
Guam,1989,91.6
Guam,1988,91.6
Guam,1985,89.7
Guatemala,2005,104.9
Guatemala,2001,98.3
Guatemala,2000,98.3
Guatemala,2000,103.6
Guatemala,1999,98.3
Guatemala,1998,98.2
Guatemala,1997,98.2
Guatemala,1996,98.1
Guatemala,1995,98.1
Guatemala,1995,101.1
Guatemala,1994,98
Guatemala,1993,98
Guatemala,1992,97.9
Guatemala,1991,97.9
Guatemala,1990,97.9
Guatemala,1990,98.4
Guatemala,1989,97.8
Guatemala,1988,97.8
Guatemala,1987,97.7
Guatemala,1986,97.7
Guatemala,1985,97.6
Guatemala,1985,98
Guernsey,2004,102.3
Guernsey,2001,105.3
Guernsey,1999,107.5
Guernsey,1998,107.7
Guernsey,1996,107.8
Guernsey,1993,107.9
Guernsey,1992,108
Guernsey,1991,108
Guernsey,1990,106.6
Guernsey,1986,106.6
Guernsey,1985,107.2
Guinea,2005,98.2
Guinea,2000,98.4
Guinea,1996,104.6
Guinea,1995,98.5
Guinea,1990,98.7
Guinea,1985,99
Guinea-Bissau,2005,102.5
Guinea-Bissau,2000,102.6
Guinea-Bissau,1995,102.9
Guinea-Bissau,1991,106.5
Guinea-Bissau,1990,103.1
Guinea-Bissau,1985,103.2
Guyana,2005,96.7
Guyana,2003,103
Guyana,2002,99.8
Guyana,2002,103
Guyana,2001,103
Guyana,2000,103
Guyana,2000,106.2
Guyana,1999,103
Guyana,1998,103
Guyana,1997,103
Guyana,1996,103
Guyana,1995,103
Guyana,1995,105.8
Guyana,1994,103
Guyana,1993,103
Guyana,1992,103
Guyana,1991,103
Guyana,1991,103
Guyana,1990,103
Guyana,1990,105.4
Guyana,1989,102
Guyana,1988,102
Guyana,1987,102
Guyana,1985,103.5
Haiti,2005,102
Haiti,2000,102.1
Haiti,1995,102.4
Haiti,1990,102.7
Haiti,1985,103.1
Holy See (Vatican),2000,50.9
Holy See (Vatican),1998,30.1
Honduras,2005,101.4
Honduras,2003,102.5
Honduras,2001,102.3
Honduras,2000,100.7
Honduras,1995,99.9
Honduras,1990,99.5
Honduras,1988,101.3
Honduras,1985,99.3
Hong Kong SAR,2005,108.3
Hong Kong SAR,2004,107.6
Hong Kong SAR,2003,106.5
Hong Kong SAR,2002,105.6
Hong Kong SAR,2001,104.2
Hong Kong SAR,2001,104.6
Hong Kong SAR,2000,103.4
Hong Kong SAR,2000,106.9
Hong Kong SAR,1999,102.4
Hong Kong SAR,1998,101.4
Hong Kong SAR,1997,100.6
Hong Kong SAR,1996,100
Hong Kong SAR,1996,99.9
Hong Kong SAR,1995,99.6
Hong Kong SAR,1995,101.2
Hong Kong SAR,1994,98.6
Hong Kong SAR,1993,97.9
Hong Kong SAR,1992,96.8
Hong Kong SAR,1991,96.4
Hong Kong SAR,1991,95.8
Hong Kong SAR,1990,95.2
Hong Kong SAR,1990,95.2
Hong Kong SAR,1989,95
Hong Kong SAR,1988,94.6
Hong Kong SAR,1987,94.4
Hong Kong SAR,1986,94.6
Hong Kong SAR,1986,94.2
Hong Kong SAR,1985,93.8
Hong Kong SAR,1985,93.8
Hungary,2005,109.9
Hungary,2004,110.6
Hungary,2003,110.5
Hungary,2002,110.4
Hungary,2001,110.2
Hungary,2001,110.3
Hungary,2000,109.6
Hungary,2000,109.7
Hungary,1999,109.5
Hungary,1998,109.4
Hungary,1997,109.3
Hungary,1996,109.2
Hungary,1995,109
Hungary,1995,109
Hungary,1994,108.8
Hungary,1993,108.7
Hungary,1992,108.5
Hungary,1991,108.3
Hungary,1990,108.1
Hungary,1990,108.2
Hungary,1990,108.2
Hungary,1989,107.4
Hungary,1988,107.3
Hungary,1987,107.2
Hungary,1986,107.1
Hungary,1985,107
Hungary,1985,107.2
Iceland,2005,99.2
Iceland,2004,99.4
Iceland,2003,99.9
Iceland,2002,99.9
Iceland,2001,99.8
Iceland,2000,99.8
Iceland,2000,99.8
Iceland,2000,99.7
Iceland,1999,99.7
Iceland,1998,99.7
Iceland,1997,99.5
Iceland,1996,99.5
Iceland,1995,99.5
Iceland,1995,99.5
Iceland,1994,99.4
Iceland,1993,99.4
Iceland,1992,99.4
Iceland,1991,99.4
Iceland,1990,99.2
Iceland,1990,99.2
Iceland,1989,99.1
Iceland,1988,99.1
Iceland,1987,99.1
Iceland,1986,99
Iceland,1985,98.9
Iceland,1985,98.8
India,2005,93.1
India,2004,93.5
India,2003,93.5
India,2002,93.4
India,2001,93.3
India,2001,93.4
India,2000,93.2
India,2000,92.6
India,1999,93
India,1998,92.9
India,1997,92.7
India,1996,92.7
India,1995,92.4
India,1991,92.7
India,1990,92.2
India,1985,92
Indonesia,2005,100.1
Indonesia,2003,99.6
Indonesia,2000,99.4
Indonesia,2000,99.9
Indonesia,1999,100.9
Indonesia,1998,100.9
Indonesia,1997,100.9
Indonesia,1995,100.9
Indonesia,1995,99.6
Indonesia,1990,100.5
Indonesia,1990,99.5
Indonesia,1985,99.5
Iran,2005,97.2
Iran,2004,96.4
Iran,2000,96.8
Iran,1997,96.5
Iran,1996,96.8
Iran,1995,95.4
Iran,1995,96.3
Iran,1994,95.4
Iran,1993,95.4
Iran,1991,94.1
Iran,1990,95.1
Iran,1986,95.6
Iran,1985,94.9
Iraq,2005,97.8
Iraq,2004,99.1
Iraq,2003,99.3
Iraq,2002,99.5
Iraq,2001,99.7
Iraq,2000,99.9
Iraq,2000,97.4
Iraq,1999,100.2
Iraq,1998,100.4
Iraq,1997,101.2
Iraq,1997,100.7
Iraq,1996,94.8
Iraq,1995,94.8
Iraq,1995,97.4
Iraq,1994,94.8
Iraq,1993,94.8
Iraq,1992,94.7
Iraq,1991,94.7
Iraq,1990,94.7
Iraq,1990,97.4
Iraq,1989,94.7
Iraq,1988,94.6
Iraq,1987,94.6
Iraq,1987,94.6
Iraq,1986,94.5
Iraq,1985,94.4
Iraq,1985,97.5
Ireland,2005,100.6
Ireland,2004,101.1
Ireland,2003,101.2
Ireland,2002,101.3
Ireland,2002,101.3
Ireland,2001,101.1
Ireland,2000,101.3
Ireland,2000,101.2
Ireland,1999,101.3
Ireland,1998,101.4
Ireland,1997,101.4
Ireland,1996,101.4
Ireland,1996,101.4
Ireland,1995,101.4
Ireland,1995,101.4
Ireland,1994,101.1
Ireland,1993,101
Ireland,1992,101
Ireland,1991,101.1
Ireland,1991,101.1
Ireland,1990,101.2
Ireland,1990,100.2
Ireland,1989,101.2
Ireland,1988,100.7
Ireland,1987,100.3
Ireland,1986,100.1
Ireland,1986,100.1
Ireland,1985,99.9
Ireland,1985,99.2
Isle of Man,2004,103.6
Isle of Man,2003,103.7
Isle of Man,2002,104
Isle of Man,2001,104.2
Isle of Man,2001,104.2
Isle of Man,2000,104.9
Isle of Man,1997,106
Isle of Man,1996,106.1
Isle of Man,1996,106.1
Isle of Man,1995,106.9
Isle of Man,1994,107.1
Isle of Man,1993,107.1
Isle of Man,1991,107.1
Isle of Man,1991,107.1
Isle of Man,1989,108.8
Isle of Man,1988,108.8
Isle of Man,1987,108.8
Isle of Man,1986,108.8
Isle of Man,1986,108.8
Isle of Man,1985,109.7
Israel,2005,102.1
Israel,2004,102.5
Israel,2003,102.6
Israel,2002,102.7
Israel,2001,102.7
Israel,2000,102.7
Israel,2000,102.5
Israel,1999,102.7
Israel,1997,102.7
Israel,1995,102.6
Israel,1995,101.9
Israel,1995,102.7
Israel,1994,101.8
Israel,1993,101.6
Israel,1992,101.5
Israel,1990,100.8
Israel,1990,100.8
Israel,1989,100.5
Israel,1988,100.5
Israel,1987,100.5
Israel,1986,100.4
Israel,1985,100.4
Israel,1985,100.4
Italy,2005,105.9
Italy,2004,106.1
Italy,2003,106.3
Italy,2002,106.5
Italy,2001,106.6
Italy,2001,106.6
Italy,2000,106.5
Italy,2000,106.1
Italy,1999,106.5
Italy,1998,106.4
Italy,1997,106.4
Italy,1996,106.3
Italy,1995,106.2
Italy,1995,106.1
Italy,1994,106.2
Italy,1993,106.1
Italy,1992,106.1
Italy,1991,105.8
Italy,1991,106
Italy,1990,106
Italy,1990,106
Italy,1989,105.9
Italy,1988,105.9
Italy,1987,105.9
Italy,1986,105.8
Italy,1985,105.8
Italy,1985,105.8
Jamaica,2005,102.7
Jamaica,2004,100.2
Jamaica,2003,103
Jamaica,2002,103.1
Jamaica,2001,103.2
Jamaica,2001,103.2
Jamaica,2000,103.2
Jamaica,2000,102.7
Jamaica,1999,92.4
Jamaica,1995,102.9
Jamaica,1991,104
Jamaica,1990,104
Jamaica,1985,102
Japan,2005,104.7
Japan,2004,104.9
Japan,2003,104.8
Japan,2002,104.6
Japan,2001,104.5
Japan,2000,104.4
Japan,2000,104.3
Japan,2000,104.3
Japan,1999,104.4
Japan,1998,104.3
Japan,1997,104.2
Japan,1996,104.1
Japan,1995,103.9
Japan,1995,104
Japan,1995,103.9
Japan,1994,103.9
Japan,1993,103.7
Japan,1992,103.7
Japan,1991,103.7
Japan,1990,103.7
Japan,1990,103.6
Japan,1990,103.7
Japan,1989,103.6
Japan,1988,103.5
Japan,1987,103.5
Japan,1986,103.5
Japan,1985,103.5
Japan,1985,103.4
Japan,1985,103.5
Jersey,2001,105.2
Jersey,1996,105.7
Jersey,1995,105.7
Jersey,1994,105.7
Jersey,1991,105.8
Jersey,1989,106.6
Jersey,1989,106.6
Jersey,1988,107
Jersey,1987,106.8
Jersey,1986,107
Jersey,1986,107
Jordan,2005,94.2
Jordan,2004,94.3
Jordan,2003,91.2
Jordan,2002,91.2
Jordan,2001,91.2
Jordan,2000,91.2
Jordan,2000,93.5
Jordan,1999,91.3
Jordan,1998,91.3
Jordan,1995,91.3
Jordan,1994,91.6
Jordan,1990,91.9
Jordan,1985,91.4
Kazakhstan,2005,109.1
Kazakhstan,2004,107.7
Kazakhstan,2003,107.7
Kazakhstan,2002,107.6
Kazakhstan,2001,107.6
Kazakhstan,2000,107.6
Kazakhstan,2000,108.5
Kazakhstan,1999,107.6
Kazakhstan,1999,107.6
Kazakhstan,1998,107.5
Kazakhstan,1997,107.4
Kazakhstan,1996,105.7
Kazakhstan,1995,105.8
Kazakhstan,1995,106.9
Kazakhstan,1993,105.7
Kazakhstan,1992,105.9
Kazakhstan,1991,106
Kazakhstan,1990,106.1
Kazakhstan,1990,106.5
Kazakhstan,1989,106.4
Kazakhstan,1989,106.4
Kazakhstan,1988,106.6
Kazakhstan,1987,106.9
Kazakhstan,1985,107.3
Kenya,2005,100.7
Kenya,2004,102.2
Kenya,2003,102.4
Kenya,2002,102.6
Kenya,2001,102.9
Kenya,2000,103.1
Kenya,2000,101
Kenya,1999,101.9
Kenya,1999,105.4
Kenya,1998,100.6
Kenya,1997,100.7
Kenya,1995,100.9
Kenya,1993,101.6
Kenya,1990,100.8
Kenya,1989,101.8
Kenya,1985,100.7
Kiribati,2000,102.9
Kiribati,1995,101.8
Kiribati,1990,102.2
Kiribati,1985,101.8
Korea DPR,2005,102.9
Korea DPR,2000,103.5
Korea DPR,1995,103.7
Korea DPR,1993,105.4
Korea DPR,1990,104.1
Korea DPR,1985,104.7
Korea Rep,2005,100
Korea Rep,2004,98.5
Korea Rep,2003,98.5
Korea Rep,2002,98.6
Korea Rep,2001,98.6
Korea Rep,2000,99.2
Korea Rep,2000,98.6
Korea Rep,2000,99.5
Korea Rep,1999,98.7
Korea Rep,1998,98.7
Korea Rep,1997,98.5
Korea Rep,1996,98.6
Korea Rep,1995,99.2
Korea Rep,1995,98.6
Korea Rep,1995,99.2
Korea Rep,1994,98.6
Korea Rep,1993,98.7
Korea Rep,1992,98.7
Korea Rep,1991,98.8
Korea Rep,1990,99.3
Korea Rep,1990,98.8
Korea Rep,1990,98.8
Korea Rep,1985,99.8
Korea Rep,1985,98.3
Korea Rep,1985,98.3
Kuwait,2005,65.8
Kuwait,2004,66.9
Kuwait,2003,67
Kuwait,2002,66.9
Kuwait,2001,67.2
Kuwait,2000,66.1
Kuwait,2000,64.5
Kuwait,1999,64.8
Kuwait,1998,65.2
Kuwait,1997,65.6
Kuwait,1996,65.8
Kuwait,1995,72.5
Kuwait,1995,64.3
Kuwait,1995,66.3
Kuwait,1994,63
Kuwait,1993,77.5
Kuwait,1992,77.4
Kuwait,1990,72
Kuwait,1990,76
Kuwait,1989,72.6
Kuwait,1988,73.1
Kuwait,1987,73.7
Kuwait,1986,74.2
Kuwait,1985,75.8
Kuwait,1985,74.7
Kuwait,1985,76.1
Kyrgyzstan,2005,102.9
Kyrgyzstan,2004,102.4
Kyrgyzstan,2003,102.4
Kyrgyzstan,2002,102.5
Kyrgyzstan,2001,102.6
Kyrgyzstan,2000,102.6
Kyrgyzstan,2000,102.9
Kyrgyzstan,1999,102.6
Kyrgyzstan,1999,102.7
Kyrgyzstan,1998,102.8
Kyrgyzstan,1997,103
Kyrgyzstan,1996,103.1
Kyrgyzstan,1995,103.3
Kyrgyzstan,1995,103.2
Kyrgyzstan,1994,103.6
Kyrgyzstan,1993,103.8
Kyrgyzstan,1992,103.9
Kyrgyzstan,1991,104.1
Kyrgyzstan,1990,104.4
Kyrgyzstan,1990,104.5
Kyrgyzstan,1989,104.9
Kyrgyzstan,1989,104.7
Kyrgyzstan,1988,105
Kyrgyzstan,1987,105.2
Kyrgyzstan,1986,105.4
Kyrgyzstan,1985,105.6
Kyrgyzstan,1985,105.8
Lao PDR,2005,100.8
Lao PDR,2004,102.4
Lao PDR,2003,102.3
Lao PDR,2002,102.3
Lao PDR,2001,102.4
Lao PDR,2000,102.3
Lao PDR,2000,99.9
Lao PDR,1999,102.3
Lao PDR,1997,101.8
Lao PDR,1995,102.3
Lao PDR,1995,97.6
Lao PDR,1995,100
Lao PDR,1990,97.8
Lao PDR,1990,99.8
Lao PDR,1985,104
Lao PDR,1985,97.8
Lao PDR,1985,100.5
Latvia,2005,117.2
Latvia,2004,117
Latvia,2003,117.2
Latvia,2002,117.2
Latvia,2001,117.2
Latvia,2000,117.1
Latvia,2000,117.1
Latvia,2000,117.4
Latvia,1999,117.1
Latvia,1998,117
Latvia,1997,117
Latvia,1996,116.9
Latvia,1995,116.7
Latvia,1995,116.7
Latvia,1994,116.4
Latvia,1993,115.9
Latvia,1992,115.4
Latvia,1991,115.1
Latvia,1990,115
Latvia,1990,115
Latvia,1989,115.3
Latvia,1989,115.2
Latvia,1988,115.5
Latvia,1987,115.8
Latvia,1986,116.1
Latvia,1985,116.4
Latvia,1985,116.5
Lebanon,2005,104.1
Lebanon,2000,104.1
Lebanon,1995,103.1
Lebanon,1990,105.3
Lebanon,1985,103.5
Lesotho,2005,113
Lesotho,2001,102.5
Lesotho,2000,102.5
Lesotho,2000,114
Lesotho,1999,102.6
Lesotho,1998,102.7
Lesotho,1997,102.9
Lesotho,1996,103.3
Lesotho,1995,114.4
Lesotho,1990,115.5
Lesotho,1987,107.7
Lesotho,1986,122.8
Lesotho,1986,107.4
Lesotho,1985,105.9
Lesotho,1985,116.1
Liberia,2005,100.1
Liberia,2000,100.3
Liberia,1995,100.2
Liberia,1990,100.2
Liberia,1985,100.4
Libya,2005,92.8
Libya,2002,97.8
Libya,2001,97.6
Libya,2000,102.6
Libya,2000,91.8
Libya,1999,102.8
Libya,1998,103
Libya,1997,103.1
Libya,1996,103.1
Libya,1995,96.9
Libya,1995,103.2
Libya,1995,90.7
Libya,1990,89.6
Libya,1985,88.1
Liechtenstein,2004,103.1
Liechtenstein,2003,103.4
Liechtenstein,2002,103.9
Liechtenstein,2001,104.4
Liechtenstein,2000,102.8
Liechtenstein,2000,105.3
Liechtenstein,1999,105.2
Liechtenstein,1998,105.4
Liechtenstein,1997,105.6
Liechtenstein,1996,105
Liechtenstein,1995,105.2
Liechtenstein,1994,105.4
Liechtenstein,1987,104.7
Liechtenstein,1986,104.5
Lithuania,2005,114.5
Lithuania,2004,114.3
Lithuania,2003,114.1
Lithuania,2002,114
Lithuania,2001,113.9
Lithuania,2001,113.9
Lithuania,2000,113.7
Lithuania,2000,113.7
Lithuania,1999,113.5
Lithuania,1998,113.2
Lithuania,1997,113
Lithuania,1996,112.6
Lithuania,1995,112.3
Lithuania,1995,112.2
Lithuania,1994,112
Lithuania,1993,111.7
Lithuania,1992,111.5
Lithuania,1991,111.4
Lithuania,1990,111.4
Lithuania,1990,111.4
Lithuania,1989,111.3
Lithuania,1989,111.3
Lithuania,1988,111.5
Lithuania,1987,111.8
Lithuania,1986,112.1
Lithuania,1985,112.2
Lithuania,1985,112.3
Luxembourg,2005,102.6
Luxembourg,2004,102.5
Luxembourg,2003,102.7
Luxembourg,2002,102.9
Luxembourg,2001,103
Luxembourg,2001,102.9
Luxembourg,2000,103
Luxembourg,2000,103.1
Luxembourg,1999,103.1
Luxembourg,1998,103.3
Luxembourg,1996,103.7
Luxembourg,1995,103.7
Luxembourg,1995,103.8
Luxembourg,1994,103.6
Luxembourg,1993,103.6
Luxembourg,1991,104
Luxembourg,1990,104.4
Luxembourg,1985,105.7
Macau SAR,2005,109
Macau SAR,2004,108.4
Macau SAR,2003,108.4
Macau SAR,2002,108.5
Macau SAR,2001,108.4
Macau SAR,2001,108.4
Macau SAR,2000,108.3
Macau SAR,2000,108.3
Macau SAR,1999,108.2
Macau SAR,1998,107.5
Macau SAR,1997,107.3
Macau SAR,1996,107.9
Macau SAR,1995,107.7
Macau SAR,1995,107
Macau SAR,1994,106.9
Macau SAR,1993,106.9
Macau SAR,1992,106.9
Macau SAR,1991,106.2
Macau SAR,1991,105.9
Macau SAR,1990,105.1
Macau SAR,1990,106
Macau SAR,1989,104.7
Macau SAR,1988,104.2
Macau SAR,1987,103.3
Macau SAR,1986,102.2
Macau SAR,1985,101.4
Macau SAR,1985,101.2
Macedonia,2005,100.4
Macedonia,2004,99.3
Macedonia,2003,99.2
Macedonia,2002,99.2
Macedonia,2002,99.9
Macedonia,2000,100.1
Macedonia,1999,99.8
Macedonia,1998,99.8
Macedonia,1997,99.8
Macedonia,1995,99.8
Macedonia,1994,99.7
Macedonia,1992,98
Macedonia,1991,98
Macedonia,1991,98
Macedonia,1990,99.2
Macedonia,1985,98.8
Madagascar,2005,101.1
Madagascar,2000,100.4
Madagascar,2000,101.1
Madagascar,1999,100.5
Madagascar,1998,100.6
Madagascar,1995,101.1
Madagascar,1993,101
Madagascar,1990,101.1
Madagascar,1985,101.2
Malawi,2005,101.5
Malawi,2004,103.5
Malawi,2003,103.6
Malawi,2002,103.7
Malawi,2001,103.8
Malawi,2000,103.9
Malawi,2000,102.1
Malawi,1999,103.9
Malawi,1998,104.1
Malawi,1995,102.6
Malawi,1990,103.5
Malawi,1989,105.3
Malawi,1988,105.5
Malawi,1987,106.6
Malawi,1986,116.5
Malawi,1985,106
Malawi,1985,105.4
Malaysia,2005,96.8
Malaysia,2004,96.4
Malaysia,2003,96.4
Malaysia,2002,96.4
Malaysia,2001,96.4
Malaysia,2000,96.4
Malaysia,2000,96.4
Malaysia,2000,96.6
Malaysia,1999,97.2
Malaysia,1998,97.2
Malaysia,1997,97.1
Malaysia,1996,95.6
Malaysia,1995,95.8
Malaysia,1995,96.8
Malaysia,1994,96.2
Malaysia,1993,96.5
Malaysia,1992,96.8
Malaysia,1991,97.9
Malaysia,1991,98.4
Malaysia,1990,97.1
Malaysia,1985,98.5
Malaysia: Peninsular Malaysia,1990,99.2
Malaysia: Peninsular Malaysia,1989,99.2
Malaysia: Peninsular Malaysia,1988,99.2
Malaysia: Peninsular Malaysia,1987,99.3
Malaysia: Peninsular Malaysia,1986,99.3
Malaysia: Peninsular Malaysia,1985,99.3
Maldives,2005,95
Maldives,2004,96.9
Maldives,2003,96.9
Maldives,2002,96.9
Maldives,2001,96.9
Maldives,2000,96.9
Maldives,2000,97.1
Maldives,2000,94.8
Maldives,1999,96.8
Maldives,1998,96.7
Maldives,1997,96.6
Maldives,1996,96.6
Maldives,1995,96.4
Maldives,1995,94.8
Maldives,1993,95.3
Maldives,1992,95.2
Maldives,1991,95.1
Maldives,1990,95
Maldives,1990,95
Maldives,1990,95
Maldives,1985,92.6
Maldives,1985,92.9
Mali,2005,105.5
Mali,2000,105.5
Mali,1998,102
Mali,1996,108
Mali,1995,105.1
Mali,1990,104.4
Mali,1987,104.7
Mali,1985,103.5
Malta,2005,101.3
Malta,2004,101.8
Malta,2003,101.8
Malta,2002,101.8
Malta,2001,102
Malta,2000,101.6
Malta,2000,101.8
Malta,1999,101.6
Malta,1998,101.7
Malta,1997,101.7
Malta,1996,101.8
Malta,1995,102.4
Malta,1995,101.9
Malta,1995,101.9
Malta,1994,102.1
Malta,1993,102.2
Malta,1992,102.3
Malta,1991,102.3
Malta,1990,102.5
Malta,1990,102.6
Malta,1989,103.4
Malta,1988,103.4
Malta,1987,103.4
Malta,1986,102.9
Malta,1985,103.4
Malta,1985,103.1
Malta,1985,103.4
Marshall Islands,2002,95.3
Marshall Islands,2001,95.2
Marshall Islands,2000,95.3
Marshall Islands,1999,95.3
Marshall Islands,1999,95.4
Marshall Islands,1998,96.4
Marshall Islands,1997,96.3
Marshall Islands,1996,95.6
Marshall Islands,1995,95.6
Marshall Islands,1994,96.1
Marshall Islands,1993,96
Marshall Islands,1992,95.9
Marshall Islands,1991,95.8
Marshall Islands,1990,95.7
Marshall Islands,1989,95.6
Marshall Islands,1988,95.6
Marshall Islands,1988,95.5
Marshall Islands,1987,96.9
Marshall Islands,1986,96.9
Marshall Islands,1985,96.8
Martinique,2005,111.1
Martinique,2003,112.2
Martinique,2002,112
Martinique,2001,111.6
Martinique,2000,111.3
Martinique,2000,111.3
Martinique,1999,110.8
Martinique,1999,110.9
Martinique,1998,110.6
Martinique,1997,110.2
Martinique,1995,108.2
Martinique,1990,106.8
Martinique,1990,106.8
Martinique,1985,106.6
Mauritania,2005,97.8
Mauritania,2000,105.4
Mauritania,2000,98.6
Mauritania,1995,99.4
Mauritania,1994,101.3
Mauritania,1993,101.4
Mauritania,1990,99.8
Mauritania,1988,101.9
Mauritania,1985,100.1
Mauritius,2005,101.4
Mauritius,2004,102.2
Mauritius,2003,102.1
Mauritius,2002,102
Mauritius,2001,101.8
Mauritius,2000,101.9
Mauritius,2000,101.8
Mauritius,2000,101
Mauritius,1999,101.5
Mauritius,1998,101.2
Mauritius,1997,101
Mauritius,1995,100.4
Mauritius,1990,100.2
Mauritius,1990,100.2
Mauritius,1985,100.7
Mauritius: Island of Mauritius,1996,99.9
Mauritius: Island of Mauritius,1994,99.7
Mauritius: Island of Mauritius,1993,99.6
Mauritius: Island of Mauritius,1992,99.7
Mauritius: Island of Mauritius,1990,100.2
Mexico,2005,104.8
Mexico,2004,102.7
Mexico,2003,102.5
Mexico,2002,102.4
Mexico,2001,102.2
Mexico,2000,104.8
Mexico,2000,102
Mexico,2000,102.6
Mexico,1999,101.9
Mexico,1998,101.7
Mexico,1997,101.4
Mexico,1996,101.2
Mexico,1995,101.1
Mexico,1995,102.3
Mexico,1994,100.9
Mexico,1993,100.8
Mexico,1992,100.8
Mexico,1991,100.8
Mexico,1990,103.7
Mexico,1990,100.7
Mexico,1990,101.7
Mexico,1985,101.2
Monaco,2000,106
Monaco,1990,110.5
Mongolia,2005,100.5
Mongolia,2004,104.4
Mongolia,2003,104.1
Mongolia,2002,103.9
Mongolia,2001,102.9
Mongolia,2000,101.5
Mongolia,2000,101.7
Mongolia,2000,100.1
Mongolia,1999,102.5
Mongolia,1998,103.4
Mongolia,1997,103
