Afghanistan,1979,16,18,11.14279802,45.79601619,1.984615385,2.234615385,53.7,9.2,15.4,25.3,27.98571429,92.58,55097,6521000,0.008449142769513878
Algeria,1985,18,21,72.49017493,85.37204888,29.12105263,33.10526316,12.4,1.14,23.16,27.22,20.5,98.9,51476,11327000,0.004544539595656396
Algeria,1986,18,21,73.40872091,85.8010694,30.21052632,34.45263158,11,0.97,23.43,27.46,20.9,98.82,41659,11665000,0.0035712816116588086
Antigua and Barbuda,1981,18,18,99.4,98.4,44.6,48.2,0.519354839,0.132258065,31.29677419,32.90967742,37.42857143,104.04,319,36000,0.008861111111111111
Antigua and Barbuda,1985,18,18,99.4,98.4,48.02857143,50.71428571,0.351612903,0.119354839,32.05806452,33.02580645,37.42857143,99,289,34000,0.0085
Antigua and Barbuda,1986,18,18,99.4,98.4,48.88571429,51.34285714,0.309677419,0.116129032,32.2483871,33.05483871,37.42857143,99,245,33000,0.007424242424242424
Antigua and Barbuda,1991,18,18,99.4,98.4,53.17142857,54.48571429,0.1,0.1,33.2,33.2,37.42857143,107.4,196,32000,0.006125
Antigua and Barbuda,1992,18,18,99.4,98.4,54.02857143,55.11428571,0.48,0.19,32.45,32.81,37.42857143,107.4,194,33000,0.005878787878787879
Antigua and Barbuda,1993,18,18,99.4,98.4,54.88571429,55.74285714,0.86,0.28,31.7,32.42,37.42857143,107.4,178,33000,0.005393939393939394
Antigua and Barbuda,1994,18,18,99.4,98.4,55.74285714,56.37142857,1.24,0.37,30.95,32.03,37.42857143,107.4,184,34000,0.005411764705882353
Antigua and Barbuda,1995,18,18,99.4,98.4,56.6,57,1.62,0.46,30.2,31.64,37.42857143,107.4,213,35000,0.0060857142857142854
Argentina,1980,16,18,97.30247985,96.45921911,58.821298702,65.563116882,11.56190476,2.280952381,17.9,19.8,27.82380952,99,92800,14252000,0.006511366825708673
Argentina,1985,16,18,97.75800751,97.1893424,69.536666666,74.263333332,11.94285714,2.471428571,20.35454545,22.52727273,30.8,103.2,87332,15417000,0.005664655899331906
Argentina,1986,16,18,97.84911304,97.33536706,73.22555555599999,75.81,12.01904762,2.50952381,20.84545455,23.07272727,31.6,103.3,91501,15656000,0.005844468574348493
Argentina,1987,16,18,97.94021857,97.48139172,72.35333333400001,74.35999999999999,12.0952381,2.547619048,21.33636364,23.61818182,32.3,103.4,90605,15897000,0.005699503050890105
Argentina,1988,16,18,98.0313241,97.62741638,72.255555556,74.1,12.17142857,2.585714286,21.82727273,24.16363636,33,103.5,93788,16139000,0.005811264638453436
Argentina,1989,16,18,98.12242964,97.77344103,72.255555556,74.1,12.24761905,2.623809524,22.31818182,24.70909091,33.7,103.6,92499,16380000,0.005647069597069597
Argentina,1990,16,18,98.21353517,97.91946569,60.495555556,71.30000000000001,12.32380952,2.661904762,22.80909091,25.25454545,34.4,103.7,96404,16617000,0.005801528555094181
Argentina,1991,16,18,98.3046407,98.06549035,45.931888888,63.17,12.4,2.7,23.3,25.8,35.2,103.7,101772,16851000,0.006039522876980594
Argentina,1992,16,18,98.38694388,98.1297311,42.385222221999996,59.012,12.22,2.82,23.43,25.91,35.5,103.7,100278,17081000,0.005870733563608688
Argentina,1993,16,18,98.46924707,98.19397185,33.143,59.172000000000004,12.04,2.94,23.56,26.02,36.1,103.8,100162,17308000,0.005787034897157384
Argentina,1994,16,18,98.55155025,98.25821259,53.125,41.5,11.86,3.06,23.69,26.13,36.6,103.8,103137,17533000,0.005882450236696515
